# Spaceport America 30 MPH Case (Data loaded from a file)
# 3333 data points written for 54 variables.
# Simulation warnings:
#   Discontinuity in rocket body diameter:  &quot;Upper Body Tube, Middle Body tube&quot;
#   Discontinuity in rocket body diameter:  &quot;Middle Body tube, Booster Tube (CF)&quot;
#   Recovery device deployment at high speed (105 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (lb),Motor mass (lb),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°C),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
14.419,9494.9967191601,388.4842519685,-1.216011584,408.2381889764,1.2218239664,2122.18832021,1.0826771654,2122.18832021,0.0292208476,125.4527559055,0.1192048253,33.0023689995,-106.9712203509,0.9974863995,0.2291831181,-1.243e-8,0.12,-1.1e-4,50.6137261524,7.3678488022,12.101,0.104,79.4094488189,65.9448818898,2.103,0.382,1.522e7,0,55.544,0.433,0.433,0.284,0.073,0.077,0.039,0.08,2.088e-4,0,0,0,0,0.003,0.0016315459,6.4173228346,210,66.8641746918,0.0485237957,42.6738845144,11.295,605.9,1109.3963254593,0.01,1.261
14.429,9498.8779527559,388.093832021,-1.216011584,407.8543307087,1.2217219948,2123.4416010499,1.0826771654,2123.4416010499,0.0292437659,125.4133858268,0.1181851091,33.0023689995,-106.9712203509,0.9974863995,0.2291831181,0,0.121,-1.08e-4,50.6137261524,7.3678488022,12.101,0.104,79.4094488189,65.9448818898,2.104,0.381,1.521e7,0,55.471,0.433,0.433,0.284,0.073,0.077,0.037,0.076,1.787e-4,0,0,0,0,0.003,0.0016315459,6.4173228346,210,66.7495831327,0.0484722295,42.998687664,11.283,605.8,1109.3700787402,0.01,1.262
14.439,9502.7591863517,387.7001312336,-1.2161135556,407.4704724409,1.2217219948,2124.6948818898,1.0859580052,2124.6948818898,0.0292666842,125.3772965879,0.1171653929,33.0023689995,-106.9712203509,0.9974863995,0.2291831181,-9.579e-9,0.122,-1.254e-4,50.6137261524,7.3678488022,12.101,0.104,79.4488188976,65.9448818898,2.106,0.381,1.52e7,0,55.398,0.433,0.433,0.284,0.073,0.077,0.035,0.071,-4.132e-4,0,0,0,0,0.003,0.0015295743,6.4173228346,210,66.6922873532,0.0484149337,43.3234908136,11.271,605.8,1109.3471128609,0.01,1.263
14.449,9506.6338582677,387.3097112861,-1.2161135556,407.0866141732,1.2217219948,2125.9481627297,1.0859580052,2125.9481627297,0.0292838729,125.3379265092,0.1161456767,33.0023689995,-106.9712203509,0.9974863995,0.2291831181,-8.457e-9,0.123,-1.272e-4,50.6137261524,7.3678488022,12.101,0.104,79.4488188976,65.9448818898,2.107,0.381,1.519e7,0,55.325,0.433,0.433,0.284,0.073,0.076,0.033,0.067,-1.409e-4,0,0,0,0,0.003,0.0015295743,6.4173228346,210,66.6349915737,0.0483519083,43.6482939633,11.259,605.7,1109.3241469816,0.01,1.263
14.459,9510.5052493438,386.9192913386,-1.2146859529,406.7027559055,1.2204983353,2127.2014435696,1.0892388451,2127.2014435696,0.0293067912,125.3018372703,0.1192048253,33.0023689995,-106.9712203509,0.9974863995,0.2291831181,0,0.125,-1.252e-4,50.6137261524,7.3678488022,12.101,0.104,79.4094488189,65.9448818898,2.103,0.381,1.519e7,0,55.297,0.433,0.433,0.284,0.073,0.076,0.039,0.078,1.346e-4,0,0,0,0,0.003,0.0015295743,6.4173228346,210,66.5776957942,0.0482831534,44.3503937008,11.247,605.6,1109.3011811024,0.01,1.264
14.469,9514.3700787402,386.5288713911,-1.2129524353,406.3188976378,1.2191727042,2128.4547244094,1.0892388451,2128.4547244094,0.02932398,125.2624671916,0.1228758037,33.0023689995,-106.9712203509,0.9974863995,0.2864788976,-8.523e-9,0.126,-1.178e-4,50.6137261524,7.3678488022,12.101,0.104,79.3700787402,65.9448818898,2.098,0.381,1.518e7,0,55.278,0.433,0.433,0.284,0.073,0.076,0.045,0.091,-1.247e-4,0,0,0,0,0.003,0.0015295743,6.4173228346,210,66.4631042352,0.0482143985,45.1181102362,11.235,605.5,1109.2749343832,0.01,1.265
14.479,9518.2349081365,386.1384514436,-1.2113208894,405.9350393701,1.2178470732,2129.7080052493,1.0892388451,2129.7080052493,0.0293468983,125.2230971129,0.1264448104,33.0023689995,-106.9712203509,0.9974863995,0.2864788976,-7.786e-9,0.128,-1.087e-4,50.6137261524,7.3678488022,12.101,0.104,79.3700787402,65.9448818898,2.093,0.381,1.518e7,0,55.259,0.433,0.433,0.284,0.073,0.076,0.052,0.105,7.791e-5,0,0,0,0,0.003,0.0015295743,6.4173228346,210,66.4058084557,0.0481341844,45.8825459318,11.223,605.4,1109.2519685039,0.01,1.265
14.489,9522.093175853,385.7480314961,-1.2095873718,405.5511811024,1.2166234137,2130.9580052493,1.092519685,2130.9580052493,0.0293698166,125.1804461942,0.1299118455,33.0023689995,-106.9712203509,0.9974863995,0.3437746771,0,0.13,-1.026e-4,50.6137261524,7.3678488022,12.101,0.104,79.3307086614,65.9448818898,2.088,0.381,1.518e7,0,55.241,0.433,0.433,0.284,0.073,0.076,0.058,0.117,-9.487e-5,0,0,0,0,0.004,0.0015295743,6.4173228346,210,66.3485126761,0.0480539703,46.6469816273,11.211,605.3,1109.2290026247,0.01,1.266
14.499,9525.9481627297,385.3608923885,-1.2080577975,405.1673228346,1.2152977826,2132.2112860892,1.092519685,2132.2112860892,0.0293870053,125.1377952756,0.133276909,33.0023689995,-106.9712203509,0.9974863995,0.4010704566,-1.098e-8,0.132,-1.081e-4,50.6137261524,7.3678488022,12.101,0.104,79.2913385827,65.9448818898,2.084,0.381,1.517e7,0,55.223,0.433,0.433,0.284,0.073,0.076,0.064,0.129,-1.993e-4,0,0,0,0,0.004,0.0015295743,6.4173228346,210,66.2912168966,0.047962297,47.4114173228,11.2,605.2,1109.2060367454,0.01,1.266
14.509,9529.7998687664,384.9704724409,-1.2078538543,404.7867454068,1.2150938394,2133.4612860892,1.0958005249,2133.4612860892,0.0294099236,125.095144357,0.1328690226,33.0023689995,-106.9712203509,0.9974863995,0.4010704566,-1.464e-8,0.134,-1.102e-4,50.6137261524,7.3678488022,12.101,0.104,79.2913385827,65.9448818898,2.084,0.38,1.517e7,0,55.165,0.433,0.433,0.284,0.073,0.076,0.063,0.127,4.063e-4,0,0,0,0,0.004,0.0015295743,6.4173228346,210,66.1766253376,0.0478763534,47.8477690289,11.188,605.2,1109.1830708661,0.01,1.267
14.519,9533.6482939633,384.5833333333,-1.2079558259,404.4028871391,1.2150938394,2134.7112860892,1.0958005249,2134.7112860892,0.0294271124,125.0524934383,0.1318493063,33.0023689995,-106.9712203509,0.9974863995,0.3437746771,-5.953e-9,0.136,-1.065e-4,50.6137261524,7.3678488022,12.101,0.104,79.2913385827,65.9448818898,2.086,0.38,1.516e7,0,55.1,0.433,0.433,0.284,0.073,0.076,0.061,0.123,-1.535e-4,0,0,0,0,0.004,0.0015295743,6.4173228346,210,66.1193295581,0.0477846801,48.2316272966,11.176,605.1,1109.156824147,0.01,1.268
14.529,9537.4934383202,384.1929133858,-1.2080577975,404.0190288714,1.2150938394,2135.9612860892,1.0990813648,2135.9645669291,0.0294500307,125.0098425197,0.1307276185,33.0023689995,-106.9712203509,0.9974863995,0.3437746771,0,0.138,-1.101e-4,50.6137261524,7.3678488022,12.101,0.104,79.3307086614,65.9448818898,2.088,0.38,1.515e7,0,55.035,0.433,0.433,0.284,0.073,0.076,0.058,0.117,1.97e-4,0,0,0,0,0.004,0.0015295743,6.4173228346,210,66.0620337786,0.0476930069,48.6187664042,11.164,605,1109.1338582677,0.01,1.268
14.539,9541.3320209974,383.8057742782,-1.2081597691,403.6384514436,1.2150938394,2137.2112860892,1.0990813648,2137.2145669291,0.029472949,124.967191601,0.1296059307,33.0023689995,-106.9712203509,0.9974863995,0.3437746771,0,0.14,-1.179e-4,50.6137261524,7.3678488022,12.101,0.104,79.3307086614,65.9448818898,2.09,0.38,1.514e7,0,54.97,0.433,0.433,0.284,0.073,0.076,0.056,0.113,2.046e-4,0,0,0,0,0.004,0.0015295743,6.4173228346,210,65.9474422196,0.047595604,49.0026246719,11.152,604.9,1109.1108923885,0.01,1.269
14.549,9545.1706036745,383.4153543307,-1.2083637124,403.2545931759,1.215195811,2138.4612860892,1.0990813648,2138.4612860892,0.0294901377,124.9278215223,0.1283822712,33.0023689995,-106.9712203509,0.9974863995,0.3437746771,5.736e-9,0.142,-1.152e-4,50.6137261524,7.3678488022,12.101,0.104,79.3307086614,65.9448818898,2.092,0.38,1.513e7,0,54.906,0.433,0.433,0.284,0.073,0.076,0.053,0.106,-4.274e-4,0,0,0,0,0.004,0.0015295743,6.4173228346,210,65.89014644,0.0474982012,49.3864829396,11.14,604.8,1109.0879265092,0.01,1.269
14.559,9549.0026246719,383.0282152231,-1.2094854002,402.874015748,1.2159096124,2139.7112860892,1.1023622047,2139.7112860892,0.029513056,124.8851706037,0.1247112928,33.0023689995,-106.9712203509,0.9974863995,0.2864788976,0,0.144,-1.234e-4,50.6137261524,7.3678488022,12.101,0.104,79.3700787402,65.9448818898,2.097,0.379,1.512e7,0,54.815,0.433,0.433,0.284,0.073,0.076,0.046,0.092,3.812e-4,0,0,0,0,0.004,0.0015295743,6.4173228346,210,65.775554881,0.0473893392,49.5603674541,11.128,604.7,1109.0649606299,0.01,1.27
14.569,9552.8280839895,382.6377952756,-1.2108110313,402.4901574803,1.2168273569,2140.9612860892,1.1023622047,2140.9612860892,0.0295302448,124.8458005249,0.1207343996,33.0023689995,-106.9712203509,0.9974863995,0.2291831181,-1.024e-8,0.145,-1.492e-4,50.6137261524,7.3678488022,12.101,0.104,79.4094488189,65.9448818898,2.103,0.379,1.511e7,0,54.722,0.433,0.433,0.284,0.073,0.076,0.038,0.075,4.566e-4,0,0,0,0,0.004,0.0015295743,6.4173228346,210,65.7182591015,0.0472862068,49.7014435696,11.117,604.6,1109.0419947507,0.01,1.271
14.579,9556.6535433071,382.2473753281,-1.2121366624,402.1095800525,1.2177451015,2142.2080052493,1.1056430446,2142.2080052493,0.0295531631,124.8097112861,0.1167575064,33.0023689995,-106.9712203509,0.9974863995,0.1718873385,0,0.146,-1.663e-4,50.6137261524,7.3678488022,12.101,0.104,79.4488188976,65.9448818898,2.11,0.379,1.51e7,0,54.629,0.433,0.433,0.284,0.073,0.076,0.03,0.058,-2.437e-4,0,0,0,0,0.005,0.0015295743,6.4173228346,210,65.6036675425,0.0471773449,49.842519685,11.105,604.6,1109.0157480315,0.01,1.271
14.589,9560.4757217848,381.8569553806,-1.2134622934,401.7257217848,1.2186628461,2143.4547244094,1.1056430446,2143.4580052493,0.0295760814,124.7703412073,0.1127806132,33.0023689995,-106.9712203509,0.9974863995,0.114591559,0,0.147,-2.043e-4,50.6137261524,7.3678488022,12.101,0.104,79.4881889764,65.9448818898,2.116,0.379,1.508e7,0,54.537,0.433,0.433,0.284,0.073,0.076,0.022,0.041,8.753e-5,0,0,0,0,0.005,0.0015295743,6.4173228346,210,65.546371763,0.0470684829,49.9835958005,11.093,604.5,1108.9927821522,0.01,1.272
14.599,9564.2913385827,381.4665354331,-1.2147879245,401.3418635171,1.2196825623,2144.7047244094,1.1089238845,2144.7047244094,0.0295932701,124.7375328084,0.1089056915,33.0023689995,-106.9712203509,0.9974863995,0.0572957795,0,0.148,-2.857e-4,50.6137261524,7.3678488022,12.101,0.104,79.5275590551,65.9448818898,2.122,0.378,1.507e7,0,54.446,0.433,0.433,0.284,0.073,0.076,0.014,0.025,-2.755e-4,0,0,0,0,0.005,0.0015295743,6.4173228346,210,65.4317802039,0.0469481617,50.1213910761,11.081,604.4,1108.969816273,0.01,1.272
14.609,9568.1036745407,381.0761154856,-1.2175411583,400.9612860892,1.2217219948,2145.9514435696,1.1089238845,2145.9514435696,0.0296161884,124.7014435696,0.1015637348,33.0023689995,-106.9712203509,0.9974863995,0.005349134,0,-0.148,-0.004,50.6137261524,7.3678488022,12.101,0.104,79.6062992126,65.9448818898,2.133,0.378,1.505e7,0,54.319,0.433,0.433,0.284,0.073,0.076,8.654e-4,0.007,-2.594e-4,0,0,0,0,-0.005,0.0015295743,6.4173228346,210,65.3744844244,0.046822111,49.9343832021,11.07,604.3,1108.9468503937,0.01,1.273
14.619,9571.9127296588,380.6824146982,-1.2204983353,400.5774278215,1.2240673421,2147.1981627297,1.1122047244,2147.1981627297,0.0296333772,124.6719160105,0.09371192,33.0023689995,-106.9712203509,0.9974863995,0.114591559,0,-0.147,-1.482e-4,50.6137261524,7.3678488022,12.101,0.104,79.5275590551,65.9448818898,2.12,0.378,1.504e7,0,54.19,0.433,0.433,0.284,0.073,0.076,0.016,0.039,1.228e-4,0,0,0,0,-0.005,0.0015295743,6.4173228346,210,65.3171886449,0.0467017899,49.6948818898,11.058,604.2,1108.9238845144,0.01,1.274
14.629,9575.718503937,380.2919947507,-1.2234555123,400.1968503937,1.226514661,2148.4448818898,1.1122047244,2148.4448818898,0.0296562955,124.6423884514,0.0860640484,33.0023689995,-106.9712203509,0.9974863995,0.1718873385,0,-0.146,-4.521e-5,50.6137261524,7.3678488022,12.101,0.104,79.4488188976,65.9448818898,2.108,0.377,1.502e7,0,54.064,0.433,0.433,0.284,0.073,0.076,0.032,0.072,-1.571e-5,0,0,0,0,-0.005,0.0015295743,6.4173228346,210,65.2025970859,0.0465871983,49.4553805774,11.046,604.1,1108.9009186352,0.01,1.274
14.639,9579.5177165354,379.8982939633,-1.2264126893,399.812992126,1.2289619799,2149.6916010499,1.1122047244,2149.6916010499,0.0296792138,124.6161417323,0.0783142052,33.0023689995,-106.9712203509,0.9974863995,0.2864788976,-1.116e-8,-0.145,-8.72e-6,50.6137261524,7.3678488022,12.101,0.104,79.3700787402,65.9448818898,2.095,0.377,1.5e7,0,53.94,0.433,0.433,0.284,0.073,0.076,0.048,0.105,4.417e-4,0,0,0,0,-0.005,0.0015295743,6.4173228346,210,65.1453013064,0.0464668772,49.2158792651,11.034,604,1108.8779527559,0.01,1.275
14.649,9583.3169291339,379.501312336,-1.2293698664,399.4291338583,1.2314092988,2150.9350393701,1.1154855643,2150.93832021,0.0296964025,124.593175853,0.0707683052,33.0023689995,-106.9712203509,0.9974863995,0.4010704566,0,-0.143,-6.445e-6,50.6137261524,7.3678488022,12.101,0.104,79.2913385827,65.9448818898,2.083,0.376,1.498e7,0,53.82,0.433,0.433,0.284,0.073,0.076,0.063,0.136,-2.715e-5,0,0,0,0,-0.004,0.0015295743,6.4173228346,210,65.0307097473,0.0463522856,48.9763779528,11.023,604,1108.8549868766,0.01,1.276
14.659,9587.1095800525,379.1043307087,-1.2323270434,399.0485564304,1.2339585893,2152.1817585302,1.1154855643,2152.1817585302,0.0297193208,124.5702099738,0.0634263484,33.0023689995,-106.9712203509,0.9974863995,0.4583662361,0,-0.14,1.24e-5,50.6137261524,7.3678488022,12.101,0.104,79.2125984252,65.9448818898,2.072,0.376,1.496e7,0,53.703,0.433,0.433,0.284,0.073,0.076,0.078,0.167,3.228e-4,0,0,0,0,-0.004,0.0015295743,6.4173228346,210,64.9734139678,0.0462376941,48.7401574803,11.011,603.9,1108.8320209974,0.01,1.277
14.669,9590.8989501312,378.7073490814,-1.2352842204,398.6646981627,1.2365078799,2153.4284776903,1.1187664042,2153.4284776903,0.0297365096,124.5505249344,0.0561863633,33.0023689995,-106.9712203509,0.9974863995,0.5729577951,0,-0.137,1.191e-5,50.6137261524,7.3678488022,12.101,0.104,79.1338582677,65.9448818898,2.06,0.376,1.495e7,0,53.588,0.433,0.433,0.284,0.073,0.076,0.093,0.196,2.73e-4,0,0,0,0,-0.004,0.0015295743,6.4173228346,210,64.8588224088,0.0461231025,48.5072178478,10.999,603.8,1108.8090551181,0.01,1.278
14.679,9594.6817585302,378.3103674541,-1.2381394258,398.280839895,1.2390571704,2154.6719160105,1.1187664042,2154.6751968504,0.0297594279,124.5341207349,0.0490483498,33.0023689995,-106.9712203509,0.9974863995,0.6302535746,0,-0.134,1.767e-5,50.6137261524,7.3678488022,12.101,0.104,79.094488189,65.9448818898,2.049,0.375,1.493e7,0,53.476,0.433,0.433,0.284,0.073,0.076,0.108,0.225,-1.59e-4,0,0,0,0,-0.004,0.0015295743,6.4173228346,210,64.8015266293,0.0460142405,48.2709973753,10.988,603.7,1108.782808399,0.01,1.279
14.689,9598.4645669291,377.9133858268,-1.2408926596,397.8969816273,1.2416064609,2155.9186351706,1.1220472441,2155.9186351706,0.0297823462,124.5177165354,0.0422162512,33.0023689995,-106.9712203509,0.9974863995,0.7448451337,-8.23e-9,-0.13,3.06e-5,50.6137261524,7.3678488022,12.101,0.104,79.0157480315,65.9448818898,2.039,0.375,1.491e7,0,53.365,0.433,0.433,0.284,0.073,0.076,0.122,0.253,-2.733e-4,0,0,0,0,-0.004,0.0015295743,6.4173228346,210,64.7442308498,0.0459111081,48.0380577428,10.976,603.6,1108.7598425197,0.01,1.28
14.699,9602.2408136483,377.5131233596,-1.2435439217,397.5131233596,1.2440537798,2157.1653543307,1.1220472441,2157.1653543307,0.0297995349,124.5078740157,0.0355880958,33.0023689995,-106.9712203509,0.9974863995,0.8021409132,0,-0.125,2.728e-5,50.6137261524,7.3678488022,12.101,0.104,78.937007874,65.9448818898,2.029,0.374,1.489e7,0,53.256,0.433,0.433,0.284,0.073,0.076,0.136,0.279,7.176e-5,0,0,0,0,-0.003,0.0015295743,6.4173228346,210,64.6296392908,0.0458194349,47.8051181102,10.964,603.5,1108.7368766404,0.01,1.281
14.709,9606.0137795276,377.1128608924,-1.2422182906,397.1292650919,1.2428301204,2158.4087926509,1.1220472441,2158.4087926509,0.0298224532,124.4947506562,0.038239358,33.0023689995,-106.9712203509,0.9974863995,0.8021409132,0,-0.121,3.012e-5,50.6137261524,7.3678488022,12.101,0.104,78.9763779528,65.9448818898,2.032,0.374,1.489e7,0,53.214,0.433,0.433,0.284,0.073,0.076,0.131,0.27,-1.517e-4,0,0,0,0,-0.003,0.0015295743,6.4173228346,210,64.5723435112,0.0457334912,48.4219160105,10.953,603.5,1108.7139107612,0.01,1.282
14.719,9609.7834645669,376.7125984252,-1.2400768866,396.748687664,1.240790688,2159.6522309711,1.125328084,2159.655511811,0.029839642,124.4816272966,0.0425221661,33.0023689995,-106.9712203509,0.9974863995,0.7448451337,0,-0.117,2.958e-5,50.6137261524,7.3678488022,12.101,0.104,79.0157480315,65.9448818898,2.038,0.374,1.489e7,0,53.183,0.433,0.433,0.284,0.073,0.076,0.123,0.254,4.436e-4,0,0,0,0,-0.003,0.0015295743,6.4173228346,210,64.5150477317,0.0456532771,49.1732283465,10.941,603.4,1108.6909448819,0.01,1.282
14.729,9613.5498687664,376.3156167979,-1.2379354826,396.3648293963,1.2387512555,2160.8989501312,1.125328084,2160.8989501312,0.0298625603,124.468503937,0.0470089174,33.0023689995,-106.9712203509,0.9974863995,0.6875493542,0,-0.113,2.566e-5,50.6137261524,7.3678488022,12.101,0.104,79.0551181102,65.9448818898,2.044,0.374,1.488e7,0,53.153,0.433,0.433,0.284,0.073,0.076,0.114,0.237,2.571e-4,0,0,0,0,-0.003,0.0015295743,6.4173228346,210,64.4577519522,0.045573063,49.9278215223,10.93,603.3,1108.6679790026,0.01,1.283
14.739,9617.3097112861,375.9153543307,-1.2355901353,395.9809711286,1.2367118231,2162.1423884514,1.1286089239,2162.1423884514,0.0298854786,124.4520997375,0.0515976404,33.0023689995,-106.9712203509,0.9974863995,0.6302535746,0,-0.109,2.562e-5,50.6137261524,7.3678488022,12.101,0.104,79.094488189,65.9448818898,2.051,0.374,1.488e7,0,53.124,0.433,0.433,0.284,0.073,0.076,0.106,0.219,3.761e-4,0,0,0,0,-0.003,0.0015295743,6.4173228346,210,64.4004561727,0.0454928489,50.6791338583,10.918,603.2,1108.6450131234,0.01,1.283
14.749,9621.0662729659,375.5183727034,-1.233244788,395.6003937008,1.2345704191,2163.3891076115,1.1286089239,2163.3891076115,0.0299026673,124.4356955381,0.056288335,33.0023689995,-106.9712203509,0.9974863995,0.5729577951,-8.374e-9,-0.105,3.162e-5,50.6137261524,7.3678488022,12.101,0.104,79.1338582677,65.9448818898,2.058,0.374,1.488e7,0,53.095,0.433,0.433,0.284,0.073,0.076,0.096,0.2,-3.541e-4,0,0,0,0,-0.002,0.0015295743,6.4173228346,210,64.3431603932,0.0454183644,51.4304461942,10.906,603.1,1108.6220472441,0.01,1.284
14.759,9624.8195538058,375.1213910761,-1.236201965,395.2165354331,1.2372216812,2164.6325459318,1.1318897638,2164.6325459318,0.0299255856,124.4160104987,0.0490483498,33.0023689995,-106.9712203509,0.9974863995,0.6875493542,0,-0.102,3.445e-5,50.6137261524,7.3678488022,12.101,0.104,79.0551181102,65.9448818898,2.046,0.374,1.486e7,0,52.965,0.433,0.433,0.284,0.073,0.076,0.112,0.23,-2.974e-4,0,0,0,0,-0.002,0.0015295743,6.4173228346,210,64.2858646137,0.0453496095,51.0269028871,10.895,603,1108.5990813648,0.01,1.285
14.769,9628.5695538058,374.7244094488,-1.239974915,394.8326771654,1.2405867447,2165.875984252,1.1318897638,2165.875984252,0.0299427744,124.4028871391,0.0399728755,33.0023689995,-106.9712203509,0.9974863995,0.8021409132,-5.463e-9,-0.098,4.288e-5,50.6137261524,7.3678488022,12.101,0.104,78.9763779528,65.9448818898,2.032,0.373,1.483e7,0,52.822,0.432,0.433,0.284,0.073,0.076,0.13,0.267,-2.172e-4,0,0,0,0,-0.002,0.0015295743,6.4173228346,210,64.2285688342,0.0452865841,50.4330708661,10.883,603,1108.5761154856,0.01,1.285
14.779,9632.312992126,374.3241469816,-1.2436458933,394.4520997375,1.2440537798,2167.1194225722,1.1318897638,2167.1194225722,0.0299656927,124.3930446194,0.0311013445,33.0023689995,-106.9712203509,0.9974863995,0.8594366927,0,-0.093,3.85e-5,50.6137261524,7.3678488022,12.101,0.104,78.8976377953,65.9448818898,2.019,0.372,1.481e7,0,52.682,0.432,0.433,0.284,0.073,0.076,0.149,0.303,3.782e-4,0,0,0,0,-0.002,0.0015295743,6.4173228346,210,64.1712730547,0.0452350179,49.842519685,10.872,602.9,1108.5531496063,0.01,1.286
14.789,9636.0564304462,373.9238845144,-1.2472149001,394.0682414698,1.2474188433,2168.3628608924,1.1351706037,2168.3628608924,0.029988611,124.3832020997,0.0225357283,33.0023689995,-106.9712203509,0.9974863995,0.9740282517,-6.958e-9,-0.088,4.274e-5,50.6137261524,7.3678488022,12.101,0.104,78.8188976378,65.9448818898,2.006,0.372,1.479e7,0,52.544,0.432,0.434,0.284,0.073,0.076,0.167,0.337,5.045e-5,0,0,0,0,-0.002,0.0015295743,6.4173228346,210,64.1139772751,0.0451834517,49.2519685039,10.86,602.8,1108.530183727,0.01,1.286
14.799,9639.7933070866,373.5203412073,-1.2506819352,393.6843832021,1.2507839068,2169.6062992126,1.1351706037,2169.6062992126,0.0300057997,124.3766404199,0.0141740554,33.0023689995,-106.9712203509,0.9974863995,1.0886198107,0,-0.082,3.806e-5,50.6137261524,7.3678488022,12.101,0.104,78.7401574803,65.9448818898,1.994,0.371,1.476e7,0,52.409,0.432,0.434,0.284,0.073,0.076,0.185,0.37,-2.669e-5,0,0,0,0,-0.001,0.0015295743,6.4173228346,210,64.0566814956,0.0451376151,48.6614173228,10.849,602.7,1108.5072178478,0.01,1.287
14.809,9643.5269028871,373.1200787402,-1.2517016514,393.3005249344,1.2518036231,2170.8497375328,1.1384514436,2170.8530183727,0.030028718,124.3733595801,0.0112168783,33.0023689995,-106.9712203509,0.9974863995,1.1459155903,0,-0.076,3.61e-5,50.6137261524,7.3678488022,12.101,0.104,78.7007874016,65.9448818898,1.989,0.371,1.475e7,0,52.307,0.432,0.434,0.284,0.073,0.076,0.191,0.381,1.855e-5,0,0,0,0,-0.001,0.0015295743,6.4173228346,210,63.9993857161,0.0450975081,48.5400262467,10.837,602.6,1108.4842519685,0.01,1.288
14.819,9647.2539370079,372.7165354331,-1.2522115095,392.9199475066,1.2523134812,2172.0964566929,1.1384514436,2172.0964566929,0.0300459068,124.3700787402,0.0092794175,33.0023689995,-106.9712203509,0.9974863995,1.1459155903,0,-0.07,2.993e-5,50.6137261524,7.3678488022,12.101,0.104,78.6614173228,65.9448818898,1.986,0.371,1.473e7,0,52.209,0.432,0.434,0.284,0.073,0.076,0.196,0.389,4.514e-4,0,0,0,0,-0.001,0.0015295743,6.4173228346,210,63.9420899366,0.045057401,48.4940944882,10.826,602.5,1108.4612860892,0.01,1.288
14.829,9650.9809711286,372.312992126,-1.252619396,392.5360892388,1.252619396,2173.3398950131,1.1417322835,2173.3398950131,0.0300688251,124.3667979003,0.0076478716,33.0023689995,-106.9712203509,0.9974863995,1.2032113698,0,-0.063,3.787e-5,50.6137261524,7.3678488022,12.101,0.104,78.6614173228,65.9448818898,1.984,0.37,1.472e7,0,52.11,0.432,0.434,0.284,0.072,0.076,0.199,0.396,-4.474e-4,0,0,0,0,-8.976e-4,0.0015295743,6.4173228346,210,63.9420899366,0.0450230235,48.4481627297,10.814,602.5,1108.43832021,0.01,1.289
14.839,9654.7014435696,371.9094488189,-1.2528233393,392.1522309711,1.2528233393,2174.5833333333,1.1417322835,2174.5833333333,0.0300917434,124.3635170604,0.0064242121,33.0023689995,-106.9712203509,0.9974863995,1.2032113698,0,-0.057,2.955e-5,50.6137261524,7.3678488022,12.101,0.104,78.6614173228,65.9448818898,1.982,0.37,1.47e7,0,52.01,0.432,0.434,0.284,0.072,0.076,0.202,0.402,-2.67e-4,0,0,0,0,-7.263e-4,0.0015295743,6.4173228346,210,63.8847941571,0.0449943757,48.4022309711,10.803,602.4,1108.4153543307,0.01,1.29
14.849,9658.4186351706,371.5059055118,-1.2528233393,391.7683727034,1.2528233393,2175.8267716535,1.1450131234,2175.8267716535,0.0301089321,124.3635170604,0.0054044959,33.0023689995,-106.9712203509,0.9974863995,1.2032113698,0,-0.05,2.853e-5,50.6137261524,7.3678488022,12.101,0.104,78.6220472441,65.9448818898,1.98,0.37,1.469e7,0,51.908,0.432,0.434,0.284,0.072,0.076,0.205,0.406,-4.253e-5,0,0,0,0,-5.712e-4,0.0015295743,6.4173228346,210,63.8847941571,0.0449714573,48.3562992126,10.791,602.3,1108.3923884514,0.01,1.29
