# Spaceport America 30 MPH Case (Data loaded from a file)
# 3333 data points written for 54 variables.
# Simulation warnings:
#   Discontinuity in rocket body diameter:  &quot;Upper Body Tube, Middle Body tube&quot;
#   Discontinuity in rocket body diameter:  &quot;Middle Body tube, Booster Tube (CF)&quot;
#   Recovery device deployment at high speed (105 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (lb),Motor mass (lb),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°C),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
13.979,9320.31167979,405.531496063,-1.219784534,425.2559055118,1.2321231001,2066.4665354331,1.0203412073,2066.4665354331,0.0283213038,128.0052493438,0.1741675292,33.0023689995,-106.9712203509,0.9975883712,0.6875493542,0,-0.113,-4.796e-5,50.6137261524,7.3678488022,12.101,0.104,79.0551181102,65.9448818898,2.046,0.398,1.593e7,0,61.042,0.435,0.435,0.283,0.074,0.077,0.119,0.245,-4.122e-4,0,0,0,0,-0.002,0.0016315459,6.4173228346,210,67.3225409279,0.0461231025,47.2211286089,11.833,609.8,1110.4658792651,0.01,1.224
13.989,9324.3635170604,405.1410761155,-1.2146859529,424.8622047244,1.2288600083,2067.7460629921,1.0236220472,2067.7460629921,0.0283384925,127.9461942257,0.1860982089,33.0023689995,-106.9712203509,0.9975883712,0.8594366927,-7.965e-9,-0.108,-3.541e-5,50.6137261524,7.3678488022,12.101,0.104,78.9763779528,65.9448818898,2.031,0.398,1.592e7,0,61.006,0.435,0.435,0.283,0.074,0.077,0.14,0.287,1.439e-4,0,0,0,0,-0.002,0.0016315459,6.4173228346,210,67.3798367074,0.0463121786,47.6181102362,11.821,609.7,1110.4396325459,0.01,1.225
13.999,9328.4120734908,404.750656168,-1.2097913151,424.4717847769,1.2259028312,2069.0255905512,1.0236220472,2069.0255905512,0.0283614109,127.8838582677,0.1978249453,33.0023689995,-106.9712203509,0.9975883712,0.9740282517,-5.062e-9,-0.102,-4.045e-5,50.6137261524,7.3678488022,12.101,0.104,78.8582677165,65.9448818898,2.016,0.397,1.591e7,0,60.974,0.435,0.436,0.283,0.074,0.077,0.161,0.327,-4.028e-4,0,0,0,0,-0.002,0.0016315459,6.4173228346,210,67.4944282664,0.0464897955,48.0183727034,11.808,609.6,1110.4166666667,0.01,1.226
14.009,9332.4606299213,404.3602362205,-1.2068341381,424.0813648294,1.2239653704,2070.3051181102,1.0269028871,2070.3051181102,0.0283785996,127.8215223097,0.2042491575,33.0023689995,-106.9712203509,0.9975883712,1.0313240312,0,-0.096,-4.937e-5,50.6137261524,7.3678488022,12.101,0.104,78.8188976378,65.9448818898,2.008,0.397,1.59e7,0,60.882,0.434,0.436,0.283,0.074,0.077,0.173,0.349,1.345e-4,0,0,0,0,-0.002,0.0016315459,6.4173228346,210,67.4944282664,0.0466616828,48.0183727034,11.796,609.5,1110.3904199475,0.01,1.227
14.019,9336.499343832,403.9730971129,-1.2042848475,423.6942257218,1.2223338245,2071.5813648294,1.0269028871,2071.5813648294,0.0284015179,127.7526246719,0.2094497101,33.0023689995,-106.9712203509,0.9975883712,1.0886198107,0,-0.089,-4.98e-5,50.6137261524,7.3678488022,12.101,0.104,78.7795275591,65.9448818898,2.001,0.397,1.588e7,0,60.78,0.434,0.436,0.283,0.074,0.077,0.183,0.368,1.095e-4,0,0,0,0,-0.002,0.0016315459,6.4173228346,210,67.5517240459,0.0468392998,47.9527559055,11.783,609.5,1110.3674540682,0.01,1.227
14.029,9340.5380577428,403.5859580052,-1.2019395002,423.3038057743,1.2209062218,2072.8576115486,1.0269028871,2072.8576115486,0.0284244362,127.687007874,0.2142423763,33.0023689995,-106.9712203509,0.9975883712,1.1459155903,-5.662e-9,-0.082,-4.01e-5,50.6137261524,7.3678488022,12.101,0.104,78.7401574803,65.9448818898,1.994,0.396,1.587e7,0,60.678,0.434,0.436,0.283,0.074,0.077,0.193,0.386,4.028e-4,0,0,0,0,-0.001,0.0016315459,6.4173228346,210,67.6090198254,0.0470054575,47.8871391076,11.771,609.4,1110.3412073491,0.01,1.228
14.039,9344.5734908136,403.1988188976,-1.1996961246,422.9133858268,1.2194786191,2074.1338582677,1.030183727,2074.1338582677,0.028441625,127.6148293963,0.2186271561,33.0023689995,-106.9712203509,0.9975883712,1.2032113698,0,-0.075,-5.328e-5,50.6137261524,7.3678488022,12.101,0.104,78.7007874016,65.9448818898,1.988,0.396,1.585e7,0,60.575,0.434,0.436,0.283,0.074,0.077,0.201,0.401,-3.898e-5,0,0,0,0,-0.001,0.0016315459,6.4173228346,210,67.666315605,0.0471658857,47.8215223097,11.758,609.3,1110.3182414698,0.01,1.228
14.049,9348.6023622047,402.8149606299,-1.1976566921,422.5262467192,1.218152988,2075.4101049869,1.030183727,2075.4101049869,0.0284645433,127.5459317585,0.2226040493,33.0023689995,-106.9712203509,0.9975883712,1.2032113698,0,-0.067,-5.577e-5,50.6137261524,7.3678488022,12.101,0.104,78.6614173228,65.9448818898,1.983,0.396,1.584e7,0,60.471,0.434,0.436,0.283,0.074,0.077,0.209,0.416,3.331e-4,0,0,0,0,-8.749e-4,0.0016315459,6.4173228346,210,67.7236113845,0.0473263139,47.7559055118,11.746,609.2,1110.2919947507,0.01,1.229
14.059,9352.6279527559,402.4278215223,-1.1990842948,422.1358267717,1.2185608745,2076.686351706,1.0334645669,2076.686351706,0.028481732,127.4737532808,0.2166896953,33.0023689995,-106.9712203509,0.9975883712,1.2032113698,-6.939e-9,-0.059,-5.007e-5,50.6137261524,7.3678488022,12.101,0.104,78.7007874016,65.9448818898,1.989,0.395,1.581e7,0,60.242,0.434,0.436,0.283,0.074,0.077,0.2,0.399,2.694e-4,0,0,0,0,-6.893e-4,0.0016315459,6.4173228346,210,67.7236113845,0.0474810125,46.9422572178,11.734,609.1,1110.2657480315,0.01,1.23
14.069,9356.6502624672,402.0439632546,-1.2012256989,421.748687664,1.2191727042,2077.9593175853,1.0334645669,2077.9593175853,0.0285046503,127.404855643,0.2088378804,33.0023689995,-106.9712203509,0.9975883712,1.0886198107,0,-0.052,-5.165e-5,50.6137261524,7.3678488022,12.101,0.104,78.7401574803,65.9448818898,1.997,0.394,1.578e7,0,59.994,0.434,0.436,0.283,0.074,0.077,0.188,0.377,-2.998e-4,0,0,0,0,-5.346e-4,0.0016315459,6.4173228346,210,67.780907164,0.0476299815,46.0072178478,11.721,609,1110.2427821522,0.01,1.23
14.079,9360.6692913386,401.656824147,-1.2033671029,421.3582677165,1.2199884772,2079.2355643045,1.0367454068,2079.2355643045,0.028521839,127.3392388451,0.2007821223,33.0023689995,-106.9712203509,0.9975883712,1.0313240312,0,-0.045,-4.899e-5,50.6137261524,7.3678488022,12.101,0.104,78.7795275591,65.9448818898,2.005,0.394,1.575e7,0,59.747,0.434,0.436,0.283,0.074,0.077,0.175,0.352,-3.395e-4,0,0,0,0,-4.072e-4,0.0016315459,6.4173228346,210,67.780907164,0.0477674914,45.0721784777,11.709,608.9,1110.2165354331,0.01,1.231
14.089,9364.6850393701,401.2696850394,-1.2056104786,420.9711286089,1.2209062218,2080.5085301837,1.0367454068,2080.5085301837,0.0285447574,127.2769028871,0.1924204494,33.0023689995,-106.9712203509,0.9975883712,0.9740282517,0,-0.039,-4.655e-5,50.6137261524,7.3678488022,12.101,0.104,78.8582677165,65.9448818898,2.014,0.393,1.573e7,0,59.502,0.434,0.435,0.283,0.074,0.077,0.162,0.327,-2.342e-5,0,0,0,0,-3.04e-4,0.0016315459,6.4173228346,210,67.8382029435,0.0478935421,44.1371391076,11.696,608.8,1110.1935695538,0.01,1.232
14.099,9368.6942257218,400.8792650919,-1.2080577975,420.5807086614,1.221925938,2081.7782152231,1.0367454068,2081.781496063,0.0285676757,127.2145669291,0.1837528616,33.0023689995,-106.9712203509,0.9975883712,0.8594366927,0,-0.033,-5.705e-5,50.6137261524,7.3678488022,12.101,0.104,78.8976377953,65.9448818898,2.024,0.392,1.57e7,0,59.259,0.434,0.435,0.283,0.074,0.077,0.148,0.3,-2.185e-4,0,0,0,0,-2.223e-4,0.0016315459,6.4173228346,210,67.8382029435,0.0480138632,43.2020997375,11.684,608.7,1110.1673228346,0.01,1.232
14.109,9372.7034120735,400.4921259843,-1.2077518827,420.1935695538,1.2215180515,2083.0511811024,1.0400262467,2083.0511811024,0.0285848644,127.155511811,0.1826311737,33.0023689995,-106.9712203509,0.9975883712,0.8594366927,0,-0.028,-4.608e-5,50.6137261524,7.3678488022,12.101,0.104,78.937007874,65.9448818898,2.025,0.392,1.568e7,0,59.11,0.434,0.435,0.283,0.074,0.077,0.147,0.298,1.756e-4,0,0,0,0,-1.566e-4,0.0016315459,6.4173228346,210,67.895498723,0.0481284548,42.8969816273,11.672,608.6,1110.1443569554,0.01,1.233
14.119,9376.7060367454,400.1017060367,-1.2072420245,419.8064304462,1.2210081934,2084.3241469816,1.0400262467,2084.3241469816,0.0286077827,127.0997375328,0.1824272305,33.0023689995,-106.9712203509,0.9975883712,0.8594366927,0,-0.023,-5.736e-5,50.6137261524,7.3678488022,12.101,0.104,78.8976377953,65.9448818898,2.024,0.392,1.566e7,0,58.976,0.434,0.435,0.283,0.074,0.077,0.148,0.299,-4.014e-4,0,0,0,0,-1.019e-4,0.0016315459,6.4173228346,210,67.895498723,0.0482315872,42.6935695538,11.659,608.6,1110.1213910761,0.01,1.234
14.129,9380.7053805774,399.7145669291,-1.2068341381,419.4160104987,1.2204983353,2085.593832021,1.0433070866,2085.593832021,0.0286249714,127.0406824147,0.1819173724,33.0023689995,-106.9712203509,0.9975883712,0.8594366927,0,-0.017,-4.63e-5,50.6137261524,7.3678488022,12.101,0.104,78.8976377953,65.9448818898,2.024,0.391,1.564e7,0,58.84,0.434,0.435,0.283,0.073,0.077,0.147,0.299,-2.707e-4,0,0,0,0,-5.896e-5,0.0016315459,6.4173228346,210,67.895498723,0.04832899,42.4901574803,11.647,608.5,1110.095144357,0.01,1.235
14.139,9384.6981627297,399.3274278215,-1.2065282232,419.0288713911,1.2199884772,2086.8635170604,1.0433070866,2086.8635170604,0.0286478898,126.9816272966,0.181203571,33.0023689995,-106.9712203509,0.9975883712,0.8594366927,0,-0.012,-4.535e-5,50.6137261524,7.3678488022,12.101,0.104,78.937007874,65.9448818898,2.025,0.391,1.563e7,0,58.704,0.434,0.435,0.283,0.073,0.077,0.147,0.298,-1.987e-5,0,0,0,0,-2.774e-5,0.0016315459,6.4173228346,210,67.895498723,0.0484206633,42.2867454068,11.635,608.4,1110.0721784777,0.01,1.235
14.149,9388.6909448819,398.937007874,-1.20632428,418.6417322835,1.2196825623,2088.1332020997,1.0433070866,2088.1332020997,0.0286650785,126.9225721785,0.1800818832,33.0023689995,-106.9712203509,0.9975883712,0.8594366927,0,-0.006,-5.027e-5,50.6137261524,7.3678488022,12.101,0.104,78.937007874,65.9448818898,2.025,0.39,1.561e7,0,58.567,0.434,0.435,0.283,0.073,0.077,0.146,0.295,-9.84e-5,0,0,0,0,-8.216e-6,0.0016315459,6.4173228346,210,67.895498723,0.0485008774,42.0833333333,11.622,608.3,1110.0459317585,0.01,1.236
14.159,9392.6771653543,398.5498687664,-1.2045907624,418.2545931759,1.2184589029,2089.4028871391,1.0465879265,2089.4028871391,0.0286879968,126.8635170604,0.1833449751,33.0023689995,-106.9712203509,0.9975883712,0.9167324722,0,-9.762e-4,-5.536e-5,50.6137261524,7.3678488022,12.101,0.104,78.8976377953,65.9448818898,2.021,0.39,1.56e7,0,58.485,0.434,0.435,0.283,0.073,0.077,0.152,0.307,6.472e-5,0,0,0,0,-1.912e-7,0.0016315459,6.4173228346,210,67.895498723,0.0485810914,42.2637795276,11.61,608.2,1110.0229658793,0.01,1.236
14.169,9396.6601049869,398.1627296588,-1.2026533016,417.8674540682,1.2171332718,2090.6692913386,1.0465879265,2090.6692913386,0.0287109151,126.8044619423,0.1871179251,33.0023689995,-106.9712203509,0.9975883712,0.9740282517,0,0.005,-5.111e-5,50.6137261524,7.3678488022,12.101,0.104,78.8582677165,65.9448818898,2.016,0.39,1.558e7,0,58.413,0.434,0.435,0.283,0.073,0.077,0.159,0.321,2.363e-4,0,0,0,0,4.444e-6,0.0016315459,6.4173228346,210,67.895498723,0.048655576,42.5065616798,11.598,608.1,1109.9967191601,0.01,1.237
14.179,9400.6397637795,397.7755905512,-1.200919784,417.4803149606,1.216011584,2091.938976378,1.0498687664,2091.938976378,0.0287281038,126.7454068241,0.1905849602,33.0023689995,-106.9712203509,0.9975883712,0.9740282517,0,0.011,-5.698e-5,50.6137261524,7.3678488022,12.101,0.104,78.8188976378,65.9448818898,2.011,0.39,1.557e7,0,58.34,0.434,0.435,0.283,0.073,0.077,0.166,0.333,-8.536e-5,0,0,0,0,2.264e-5,0.0016315459,6.4173228346,210,67.895498723,0.0487300605,42.749343832,11.586,608,1109.9737532808,0.01,1.238
14.189,9404.6161417323,397.3917322835,-1.1992882381,417.093175853,1.2148898961,2093.2053805774,1.0498687664,2093.2053805774,0.0287510222,126.6830708661,0.1936441088,33.0023689995,-106.9712203509,0.9975883712,1.0313240312,0,0.017,-5.63e-5,50.6137261524,7.3678488022,12.101,0.104,78.8188976378,65.9448818898,2.007,0.389,1.556e7,0,58.266,0.434,0.435,0.283,0.073,0.077,0.172,0.345,-4.59e-4,0,0,0,0,5.624e-5,0.0016315459,6.4173228346,210,67.895498723,0.0487988154,42.9921259843,11.573,607.9,1109.9475065617,0.01,1.238
14.199,9408.5892388451,397.0045931759,-1.1978606354,416.7093175853,1.2138701799,2094.4717847769,1.0531496063,2094.4717847769,0.0287682109,126.6207349081,0.1963973426,33.0023689995,-106.9712203509,0.9975883712,1.0313240312,0,0.023,-5.1e-5,50.6137261524,7.3678488022,12.101,0.104,78.7795275591,65.9448818898,2.003,0.389,1.555e7,0,58.191,0.434,0.435,0.283,0.073,0.077,0.177,0.355,-4.562e-5,0,0,0,0,1.067e-4,0.0016315459,6.4173228346,210,67.895498723,0.0488561112,43.2349081365,11.561,607.9,1109.9245406824,0.01,1.239
14.209,9412.5557742782,396.6207349081,-1.1966369759,416.3221784777,1.2129524353,2095.7381889764,1.0531496063,2095.7381889764,0.0287911292,126.5551181102,0.1982328318,33.0023689995,-106.9712203509,0.9975883712,1.0886198107,0,0.029,-5.451e-5,50.6137261524,7.3678488022,12.101,0.104,78.7795275591,65.9448818898,2,0.389,1.554e7,0,58.109,0.434,0.435,0.283,0.073,0.077,0.181,0.362,-9.486e-5,0,0,0,0,1.75e-4,0.0016315459,6.4173228346,210,67.895498723,0.048913407,43.4317585302,11.549,607.8,1109.9015748031,0.01,1.24
14.219,9416.5223097113,396.2335958005,-1.1956172597,415.9350393701,1.212238634,2097.0045931759,1.0531496063,2097.0045931759,0.0288140475,126.4927821522,0.1996604345,33.0023689995,-106.9712203509,0.9975883712,1.0886198107,0,0.036,-5.892e-5,50.6137261524,7.3678488022,12.101,0.104,78.7401574803,65.9448818898,1.998,0.389,1.553e7,0,58.025,0.434,0.435,0.283,0.073,0.077,0.184,0.367,-3.058e-4,0,0,0,0,2.617e-4,0.0016315459,6.4173228346,210,67.8382029435,0.048953514,43.6220472441,11.537,607.7,1109.875328084,0.01,1.24
14.229,9420.4822834646,395.8497375328,-1.1946995151,415.5479002625,1.2115248326,2098.2677165354,1.0564304462,2098.2677165354,0.0288312363,126.4271653543,0.2006801507,33.0023689995,-106.9712203509,0.9975883712,1.0886198107,0,0.043,-4.98e-5,50.6137261524,7.3678488022,12.101,0.104,78.7401574803,65.9448818898,1.997,0.388,1.551e7,0,57.939,0.434,0.435,0.283,0.073,0.077,0.186,0.372,2.542e-4,0,0,0,0,3.674e-4,0.0016315459,6.4173228346,210,67.8382029435,0.0489878915,43.8156167979,11.525,607.6,1109.8523622047,0.01,1.241
14.239,9424.438976378,395.4658792651,-1.1939857138,415.1640419948,1.2108110313,2099.530839895,1.0564304462,2099.530839895,0.0288541546,126.3615485564,0.2013939521,33.0023689995,-106.9712203509,0.9975883712,1.0886198107,0,0.049,-5.678e-5,50.6137261524,7.3678488022,12.101,0.104,78.7401574803,65.9448818898,1.995,0.388,1.55e7,0,57.852,0.434,0.435,0.283,0.073,0.077,0.188,0.375,2.39e-4,0,0,0,0,4.921e-4,0.0016315459,6.4173228346,210,67.780907164,0.0490165394,44.0059055118,11.512,607.5,1109.8261154856,0.01,1.242
14.249,9428.3923884514,395.0820209974,-1.193373884,414.7769028871,1.2103011732,2100.7939632546,1.0597112861,2100.7939632546,0.0288713433,126.2992125984,0.2016998669,33.0023689995,-106.9712203509,0.9975883712,1.0886198107,-5.202e-9,0.056,-6.354e-5,50.6137261524,7.3678488022,12.101,0.104,78.7401574803,65.9448818898,1.995,0.388,1.549e7,0,57.764,0.434,0.435,0.283,0.073,0.077,0.189,0.376,-6.173e-5,0,0,0,0,6.362e-4,0.0016315459,6.4173228346,210,67.780907164,0.0490337281,44.1961942257,11.5,607.4,1109.8031496063,0.01,1.242
14.259,9432.3392388451,394.6981627297,-1.1945975435,414.3930446194,1.2107090597,2102.0570866142,1.0597112861,2102.0570866142,0.0288942616,126.2335958005,0.1968052291,33.0023689995,-106.9712203509,0.9975883712,1.0886198107,0,0.063,-5.152e-5,50.6137261524,7.3678488022,12.101,0.104,78.7795275591,65.9448818898,2,0.387,1.547e7,0,57.613,0.434,0.435,0.284,0.073,0.077,0.181,0.361,8.247e-5,0,0,0,0,7.965e-4,0.0016315459,6.4173228346,210,67.7236113845,0.0490509168,43.9895013123,11.488,607.3,1109.780183727,0.01,1.243
14.269,9436.2860892388,394.3143044619,-1.1961271178,414.0059055118,1.2113208894,2103.3202099738,1.062992126,2103.3202099738,0.0289171799,126.1712598425,0.1908908751,33.0023689995,-106.9712203509,0.9975883712,1.0313240312,0,0.069,-5.994e-5,50.6137261524,7.3678488022,12.101,0.104,78.8188976378,65.9448818898,2.007,0.387,1.545e7,0,57.452,0.434,0.435,0.284,0.073,0.077,0.17,0.341,-1.437e-4,0,0,0,0,9.653e-4,0.0016315459,6.4173228346,210,67.7236113845,0.0490566464,43.717191601,11.476,607.2,1109.7539370079,0.01,1.243
14.279,9440.2263779528,393.9271653543,-1.1978606354,413.6220472441,1.2120346907,2104.5800524934,1.062992126,2104.5800524934,0.0289343687,126.1122047244,0.1846706062,33.0023689995,-106.9712203509,0.9975883712,0.9740282517,-7.717e-9,0.075,-6.743e-5,50.6137261524,7.3678488022,12.101,0.104,78.8582677165,65.9448818898,2.015,0.386,1.544e7,0,57.291,0.434,0.435,0.284,0.073,0.077,0.16,0.32,-3.142e-4,0,0,0,0,0.001,0.0016315459,6.4173228346,210,67.666315605,0.049062376,43.4448818898,11.464,607.1,1109.7309711286,0.01,1.244
14.289,9444.1633858268,393.5433070866,-1.1996961246,413.2381889764,1.2128504637,2105.843175853,1.062992126,2105.843175853,0.028957287,126.0531496063,0.178246394,33.0023689995,-106.9712203509,0.9975883712,0.8594366927,0,0.08,-5.486e-5,50.6137261524,7.3678488022,12.101,0.104,78.8976377953,65.9448818898,2.022,0.386,1.542e7,0,57.132,0.434,0.435,0.284,0.073,0.077,0.148,0.299,-3.847e-4,0,0,0,0,0.001,0.0016315459,6.4173228346,210,67.6090198254,0.0490509168,43.1725721785,11.452,607.1,1109.7080052493,0.01,1.245
14.299,9448.0971128609,393.156167979,-1.2015316138,412.8510498688,1.2137682083,2107.1030183727,1.0662729659,2107.1030183727,0.0289744757,125.9973753281,0.1717202103,33.0023689995,-106.9712203509,0.9975883712,0.8021409132,0,0.085,-5.714e-5,50.6137261524,7.3678488022,12.101,0.104,78.9763779528,65.9448818898,2.031,0.386,1.54e7,0,56.973,0.434,0.434,0.284,0.073,0.077,0.137,0.276,3.424e-4,0,0,0,0,0.001,0.0016315459,6.4173228346,210,67.5517240459,0.0490337281,42.9002624672,11.439,607,1109.6817585302,0.01,1.246
14.309,9452.0275590551,392.7690288714,-1.2030611881,412.467191601,1.2144820097,2108.3628608924,1.0662729659,2108.3628608924,0.028997394,125.9416010499,0.1662137427,33.0023689995,-106.9712203509,0.9975883712,0.7448451337,0,0.09,-5.546e-5,50.6137261524,7.3678488022,12.101,0.104,79.0157480315,65.9448818898,2.038,0.385,1.538e7,0,56.83,0.433,0.434,0.284,0.073,0.077,0.127,0.257,2.246e-4,0,0,0,0,0.002,0.0016315459,6.4173228346,210,67.4944282664,0.0490050802,42.7329396325,11.427,606.9,1109.6587926509,0.01,1.246
14.319,9455.9514435696,392.3818897638,-1.2045907624,412.0833333333,1.215195811,2109.6194225722,1.0695538058,2109.6227034121,0.0290145827,125.8891076115,0.1607072752,33.0023689995,-106.9712203509,0.9975883712,0.6875493542,0,0.094,-5.764e-5,50.6137261524,7.3678488022,12.101,0.104,79.0551181102,65.9448818898,2.045,0.385,1.536e7,0,56.69,0.433,0.434,0.284,0.073,0.077,0.117,0.238,-1.73e-4,0,0,0,0,0.002,0.0016315459,6.4173228346,210,67.4944282664,0.0489707027,42.5820209974,11.415,606.8,1109.6358267717,0.01,1.247
14.329,9459.875328084,391.9947506562,-1.2061203367,411.6961942257,1.2161135556,2110.8792650919,1.0695538058,2110.8792650919,0.0290375011,125.8398950131,0.155098836,33.0023689995,-106.9712203509,0.9975883712,0.6302535746,0,0.098,-5.945e-5,50.6137261524,7.3678488022,12.101,0.104,79.094488189,65.9448818898,2.052,0.384,1.535e7,0,56.551,0.433,0.434,0.284,0.073,0.077,0.107,0.217,-1.747e-4,0,0,0,0,0.002,0.0016315459,6.4173228346,210,67.4371324869,0.0489363253,42.4311023622,11.403,606.7,1109.6095800525,0.01,1.248
14.339,9463.7926509186,391.6043307087,-1.2078538543,411.312335958,1.2170313002,2112.1391076115,1.0728346457,2112.1391076115,0.0290604194,125.7906824147,0.1493884252,33.0023689995,-106.9712203509,0.9975883712,0.5729577951,-9.723e-9,0.102,-6.78e-5,50.6137261524,7.3678488022,12.101,0.104,79.1338582677,65.9448818898,2.06,0.384,1.533e7,0,56.413,0.433,0.434,0.284,0.073,0.077,0.096,0.196,3.308e-4,0,0,0,0,0.002,0.0016315459,6.4173228346,210,67.3798367074,0.0488962182,42.280183727,11.391,606.6,1109.5866141732,0.01,1.249
14.349,9467.7066929134,391.217191601,-1.2094854002,410.9284776903,1.2180510164,2113.3956692913,1.0728346457,2113.3956692913,0.0290776081,125.7414698163,0.1435760428,33.0023689995,-106.9712203509,0.9974863995,0.5156620156,0,0.105,-6.56e-5,50.6137261524,7.3678488022,12.101,0.104,79.1732283465,65.9448818898,2.068,0.384,1.531e7,0,56.276,0.433,0.434,0.284,0.073,0.077,0.086,0.175,-4.475e-5,0,0,0,0,0.002,0.0016315459,6.4173228346,210,67.3225409279,0.0488561112,42.1325459318,11.379,606.5,1109.563648294,0.01,1.249
14.359,9471.6174540682,390.8267716535,-1.2108110313,410.5446194226,1.2187648178,2114.6522309711,1.0728346457,2114.6522309711,0.0291005264,125.6988188976,0.1390892915,33.0023689995,-106.9712203509,0.9974863995,0.4583662361,-8.445e-9,0.108,-7.301e-5,50.6137261524,7.3678488022,12.101,0.104,79.2519685039,65.9448818898,2.074,0.383,1.53e7,0,56.156,0.433,0.434,0.284,0.073,0.077,0.077,0.159,1.803e-4,0,0,0,0,0.002,0.0016315459,6.4173228346,210,67.2079493688,0.0488160041,42.1030183727,11.367,606.4,1109.5374015748,0.01,1.257
14.369,9475.5216535433,390.436351706,-1.2120346907,410.157480315,1.2194786191,2115.9087926509,1.0761154856,2115.9087926509,0.0291177151,125.6528871391,0.1347045117,33.0023689995,-106.9712203509,0.9974863995,0.4010704566,-7.507e-9,0.111,-7.63e-5,50.6137261524,7.3678488022,12.101,0.104,79.2519685039,65.9448818898,2.08,0.383,1.529e7,0,56.04,0.433,0.434,0.284,0.073,0.077,0.069,0.141,-1.513e-4,0,0,0,0,0.003,0.0016315459,6.4173228346,210,67.1506535893,0.0487758971,42.0964566929,11.355,606.4,1109.5144356955,0.01,1.257
14.379,9479.4258530184,390.0459317585,-1.2132583502,409.7736220472,1.2201924204,2117.1653543307,1.0761154856,2117.1653543307,0.0291406335,125.6102362205,0.130319732,33.0023689995,-106.9712203509,0.9974863995,0.3437746771,0,0.113,-6.874e-5,50.6137261524,7.3678488022,12.101,0.104,79.3307086614,65.9448818898,2.086,0.383,1.527e7,0,55.924,0.433,0.433,0.284,0.073,0.077,0.061,0.125,-1.567e-4,0,0,0,0,0.003,0.0016315459,6.4173228346,210,67.0933578098,0.0487300605,42.0866141732,11.343,606.3,1109.4914698163,0.01,1.258
14.389,9483.3234908136,389.655511811,-1.2145839813,409.3897637795,1.2210081934,2118.4219160105,1.0793963255,2118.4219160105,0.0291635518,125.5708661417,0.1258329807,33.0023689995,-106.9712203509,0.9974863995,0.3437746771,0,0.115,-7.282e-5,50.6137261524,7.3678488022,12.101,0.104,79.3700787402,65.9448818898,2.093,0.382,1.526e7,0,55.81,0.433,0.433,0.284,0.073,0.077,0.053,0.107,2.711e-4,0,0,0,0,0.003,0.0016315459,6.4173228346,210,67.0360620303,0.0486727647,42.0800524934,11.331,606.2,1109.4652230971,0.01,1.259
14.399,9487.217847769,389.2650918635,-1.2158076407,409.0059055118,1.221925938,2119.6784776903,1.0793963255,2119.6784776903,0.0291807405,125.5282152231,0.1213462293,33.0023689995,-106.9712203509,0.9974863995,0.2864788976,0,0.117,-8.998e-5,50.6137261524,7.3678488022,12.101,0.104,79.4094488189,65.9448818898,2.099,0.382,1.524e7,0,55.696,0.433,0.433,0.284,0.073,0.077,0.044,0.09,-2.821e-4,0,0,0,0,0.003,0.0016315459,6.4173228346,210,66.9787662508,0.0486211985,42.0702099738,11.319,606.1,1109.4422572178,0.01,1.26
14.409,9491.1089238845,388.874671916,-1.216011584,408.6220472441,1.221925938,2120.9317585302,1.0793963255,2120.9317585302,0.0292036588,125.4921259843,0.1200205983,33.0023689995,-106.9712203509,0.9974863995,0.2291831181,0,0.118,-9.53e-5,50.6137261524,7.3678488022,12.101,0.104,79.4094488189,65.9448818898,2.101,0.382,1.523e7,0,55.617,0.433,0.433,0.284,0.073,0.077,0.041,0.084,3.898e-4,0,0,0,0,0.003,0.0016315459,6.4173228346,210,66.9214704713,0.0485696323,42.3490813648,11.307,606,1109.4192913386,0.01,1.261
