# Spaceport America 0 MPH Case (Up to date)
# 1050 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
184.4564838804,289.1173164521,-18.4892127309,75.4709590122,18.4892132942,75.470961347,529.7794235165,0.5793533581,529.7797402995,0.0010935742,0.0045639839,0.0187727397,0.5759587418,1.8676014504,9.7904682583,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0557229152,3.1783644967e6,0,2039.0068178364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022746161,NaN,NaN,NaN,NaN,0,4.0169519675,826.3594021341,333.7331728923,0.0014226931,0.389442
184.4579333986,289.0905942572,-18.381238897,74.4894652566,18.381239457,74.4894675645,529.7794301126,0.5793533591,529.7797468956,0.0010935742,0.004537106,0.0185426621,0.5759587418,1.8676014504,9.7904683394,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0554011679,3.1598101078e6,0,2015.5346293911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002261483,NaN,NaN,NaN,NaN,0,4.0171234431,826.3620722935,333.7332768065,0.0014495182,0.3895451
184.4594105902,289.0635218457,-18.2726531997,73.5081991184,18.2726537563,73.5082013994,529.7794367948,0.5793533602,529.7797535778,0.0010935742,0.0045100547,0.0183126276,0.5759587418,1.8676014504,9.7904684215,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0550776172,3.1411505444e6,0,1992.0678843856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022482763,NaN,NaN,NaN,NaN,0,4.0172971373,826.364777002,333.7333820652,0.0014771916,0.3897494
184.4609163416,289.0360899933,-18.1634453208,72.5271662308,18.163445874,72.527168485,529.7794435653,0.5793533613,529.7797603483,0.0010935742,0.0044828268,0.0180826371,0.5759587418,1.8676014504,9.7904685047,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0547522331,3.1223840326e6,0,1968.6067175383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022349948,NaN,NaN,NaN,NaN,0,4.017473108,826.367517158,333.7334887034,0.0015057514,0.3898972
184.462451579,289.0082891085,-18.0536046538,71.5463724381,18.0536052036,71.5463746655,529.7794504265,0.5793533624,529.7797672095,0.0010935742,0.0044554187,0.0178526915,0.5759587418,1.8676014504,9.7904685889,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0544249846,3.1035087493e6,0,1945.1512686152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022216372,NaN,NaN,NaN,NaN,0,4.017651415,826.3702936951,333.7335967575,0.0015352374,0.390006
184.4640172712,288.9801092124,-17.9431202927,70.5658238064,17.9431208391,70.565826007,529.7794573807,0.5793533635,529.7797741637,0.0010935742,0.0044278268,0.0176227919,0.5759587418,1.8676014504,9.7904686744,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0540958401,3.0845228195e6,0,1921.7016826845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022082022,NaN,NaN,NaN,NaN,0,4.0178321208,826.3731075841,333.7337062652,0.0015656922,0.3901028
184.4656144319,288.9515399185,-17.8319810203,69.5855266348,17.8319815632,69.5855288085,529.7794644305,0.5793533646,529.7797812134,0.0010935742,0.0044000475,0.0173929394,0.5759587418,1.8676014504,9.7904687609,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0537647667,3.0654243151e6,0,1898.2581103884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021946885,NaN,NaN,NaN,NaN,0,4.0180152901,826.375959835,333.7338172658,0.0015971608,0.3901901
184.4672441226,288.9225704093,-17.7201752956,68.6054874675,17.720175835,68.6054896144,529.7794715784,0.5793533658,529.7797883614,0.0010935741,0.0043720769,0.0171631349,0.5759587418,1.8676014504,9.7904688487,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.053431731,3.0462112521e6,0,1874.8207082313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021810946,NaN,NaN,NaN,NaN,0,4.0182009905,826.3788514991,333.7339298003,0.0016296907,0.3902943
184.4689074553,288.8931894129,-17.6076912412,67.6257131067,17.6076917771,67.6257152268,529.7794788272,0.5793533669,529.7797956102,0.0010935741,0.004343911,0.0169333795,0.5759587418,1.8676014504,9.7904689377,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0530966983,3.0268815887e6,0,1851.3896388878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021674192,NaN,NaN,NaN,NaN,0,4.0183892923,826.3817836713,333.7340439112,0.0016633326,0.3903824
184.4706055955,288.8633851771,-17.4945166295,66.6462106264,17.4945171618,66.6462127197,529.7794861797,0.5793533681,529.7798029626,0.0010935741,0.0043155458,0.0167036745,0.5759587418,1.8676014504,9.790469028,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.052759633,3.0074332229e6,0,1827.9650715309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021536609,NaN,NaN,NaN,NaN,0,4.0185802688,826.3847574926,333.7341596429,0.0016981402,0.3904692
184.4723397661,288.8331454419,-17.3806388682,65.666987387,17.3806393969,65.6669894534,529.7794936388,0.5793533693,529.7798104218,0.0010935741,0.0042869771,0.0164740209,0.5759587418,1.8676014504,9.7904691196,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0524204985,2.9878639902e6,0,1804.547182182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021398181,NaN,NaN,NaN,NaN,0,4.0187739963,826.3877741524,333.7342770418,0.0017341706,0.3905564
184.4741112507,288.8024574094,-17.2660449856,64.6880510507,17.2660455107,64.6880530903,529.7795012076,0.5793533705,529.7798179906,0.0010935741,0.0042582003,0.01624442,0.5759587418,1.8676014504,9.7904692125,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.052079257,2.9681716606e6,0,1781.1361540852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021258893,NaN,NaN,NaN,NaN,0,4.0189705546,826.3908348916,333.7343961561,0.0017714845,0.3906417
184.4759213973,288.7713077129,-17.1507216146,63.7094095986,17.1507221361,63.7094116115,529.7795088894,0.5793533718,529.7798256723,0.0010935741,0.0042292111,0.0160148731,0.5759587418,1.8676014504,9.7904693068,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0517358698,2.9483539362e6,0,1757.7321781071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021118729,NaN,NaN,NaN,NaN,0,4.0191700268,826.3939410055,333.7345170363,0.0018101466,0.3907441
184.4777716229,288.7396823822,-17.0346549759,62.7310713486,17.0346554937,62.7310733347,529.7795166873,0.579353373,529.7798334703,0.0010935741,0.0042000046,0.0157853815,0.5759587418,1.8676014504,9.7904694025,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0513902966,2.9284084484e6,0,1734.3354531654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020977673,NaN,NaN,NaN,NaN,0,4.0193724999,826.3970938472,333.7346397349,0.0018502257,0.3908447
184.4796634182,288.707566807,-16.9178308605,61.7530449741,16.9178313746,61.7530469334,529.779524605,0.5793533743,529.779841388,0.0010935741,0.0041705759,0.0155559465,0.5759587418,1.8676014504,9.7904694997,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0510424964,2.9083327545e6,0,1710.9461866868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020835708,NaN,NaN,NaN,NaN,0,4.0195780645,826.4002948305,333.7347643071,0.0018917952,0.3909329
184.4815983518,288.6749456973,-16.8002346111,60.775339525,16.8002351215,60.7753414576,529.7795326461,0.5793533756,529.7798494291,0.001093574,0.00414092,0.0153265695,0.5759587418,1.8676014504,9.7904695984,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0506924264,2.888124335e6,0,1687.5645950992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020692816,NaN,NaN,NaN,NaN,0,4.0197868158,826.4035454344,333.7348908103,0.0019349336,0.3910217
184.4835780765,288.641803041,-16.6818511029,59.7979644498,16.6818516095,59.7979663556,529.7795408144,0.5793533769,529.7798575974,0.001093574,0.0041110316,0.0150972519,0.5759587418,1.8676014504,9.7904696986,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0503400427,2.8677805898e6,0,1664.1909043592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020548979,NaN,NaN,NaN,NaN,0,4.019998853,826.4068472063,333.7350193049,0.0019797247,0.3910992
184.4856043345,288.6081220576,-16.5626647226,58.8209296189,16.5626652253,58.820931498,529.7795491139,0.5793533782,529.7798658969,0.001093574,0.0040809052,0.0148679953,0.5759587418,1.8676014504,9.7904698004,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0499853001,2.847298835e6,0,1640.8253505189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002040418,NaN,NaN,NaN,NaN,0,4.0202142802,826.410201767,333.7351498538,0.002026258,0.3911712
184.487678964,288.5738851486,-16.4426593466,57.8442453505,16.4426598455,57.8442472029,529.7795575488,0.5793533796,529.7798743317,0.001093574,0.0040505351,0.0146388012,0.5759587418,1.8676014504,9.7904699039,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0496281517,2.8266762989e6,0,1617.4681803357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020258399,NaN,NaN,NaN,NaN,0,4.0204332066,826.4136108149,333.7352825232,0.0020746295,0.3912421
184.4898039059,288.5390738438,-16.3218183186,56.8679224379,16.3218188136,56.8679242635,529.7795661234,0.579353381,529.7798829063,0.001093574,0.0040199154,0.0144096713,0.5759587418,1.8676014504,9.7904700091,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0492685492,2.8059101181e6,0,1594.119651929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020111616,NaN,NaN,NaN,NaN,0,4.0206557465,826.4170761313,333.7354173824,0.0021249418,0.3913135
184.4919812113,288.5036687427,-16.2001244248,55.891972179,16.2001249159,55.8919739779,529.7795748424,0.5793533824,529.7798916253,0.001093574,0.0039890399,0.0141806072,0.5759587418,1.8676014504,9.7904701161,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0489064428,2.7849973337e6,0,1570.7800354871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019963811,NaN,NaN,NaN,NaN,0,4.02088202,826.4205995856,333.7355545041,0.0021773054,0.3913991
184.4942130499,288.4676494516,-16.0775598684,54.9164064082,16.0775603556,54.9164081804,529.7795837105,0.5793533838,529.7799004934,0.001093574,0.0039579021,0.0139516106,0.5759587418,1.8676014504,9.7904702249,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0485417808,2.7639348862e6,0,1547.4496140313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019814963,NaN,NaN,NaN,NaN,0,4.0211121532,826.4241831414,333.7356939648,0.0022318386,0.3914748
184.4965017187,288.4309945147,-15.9541062427,53.9412375313,15.9541067259,53.9412392768,529.7795927329,0.5793533852,529.7799095158,0.0010935739,0.0039264955,0.0137226834,0.5759587418,1.8676014504,9.7904703356,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.04817451,2.7427196117e6,0,1524.1286842405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001966505,NaN,NaN,NaN,NaN,0,4.0213462786,826.427828863,333.7358358448,0.0022886688,0.3915452
184.4988496516,288.3936813395,-15.8297445023,52.9664785621,15.8297449815,52.966480281,529.7796019149,0.5793533867,529.7799186978,0.0010935739,0.0038948129,0.0134938275,0.5759587418,1.8676014504,9.7904704482,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0478045751,2.721348236e6,0,1500.8175573429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019514049,NaN,NaN,NaN,NaN,0,4.0215845357,826.431538922,333.7359802286,0.002347933,0.3916171
184.5012594305,288.3556861152,-15.7044549325,51.9921431636,15.7044554076,51.9921448558,529.779611262,0.5793533882,529.7799280449,0.0010935739,0.003862847,0.0132650447,0.5759587418,1.8676014504,9.7904705628,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0474319191,2.6998173702e6,0,1477.5165600829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019361938,NaN,NaN,NaN,NaN,0,4.0218270713,826.4353156052,333.7361272052,0.0024097789,0.3916892
184.5037337966,288.3169837244,-15.5782171177,51.0182456911,15.5782175887,51.0182473567,529.7796207802,0.5793533897,529.7799375631,0.0010935739,0.0038305904,0.0130363372,0.5759587418,1.8676014504,9.7904706796,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0470564829,2.6781235048e6,0,1454.2260357684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019208691,NaN,NaN,NaN,NaN,0,4.0220740403,826.4391613224,333.7362768684,0.002474366,0.39176
184.5062756632,288.2775476459,-15.4510099069,50.0448012403,15.4510103737,50.0448028792,529.7796304756,0.5793533913,529.7799472585,0.0010935739,0.0037980349,0.012807707,0.5759587418,1.8676014504,9.7904707985,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0466782054,2.6562630041e6,0,1430.9463454089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019054285,NaN,NaN,NaN,NaN,0,4.0223256058,826.4430786161,333.7364293171,0.0025418666,0.3918295
184.5088881303,288.2373498484,-15.3228113777,49.0718256986,15.3228118403,49.0718273108,529.779640355,0.5793533929,529.7799571379,0.0010935739,0.0037651723,0.0125791563,0.5759587418,1.8676014504,9.7904709197,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0462970231,2.6342320994e6,0,1407.6778689523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018898694,NaN,NaN,NaN,NaN,0,4.0225819403,826.4470701706,333.7365846558,0.0026124671,0.3918982
184.5115744996,288.1963606746,-15.1935987985,48.0993358017,15.1935992569,48.0993373874,529.779650425,0.5793533945,529.7799672079,0.0010935738,0.0037319937,0.0123506874,0.5759587418,1.8676014504,9.7904710432,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0459128704,2.6120268832e6,0,1384.4210066325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018741889,NaN,NaN,NaN,NaN,0,4.022843226,826.4511388231,333.7367429949,0.0026863693,0.3919798
184.514338292,288.1545487135,-15.0633485874,47.1273491953,15.0633490414,47.1273507544,529.7796606932,0.5793533962,529.7799774761,0.0010935738,0.0036984902,0.0121223027,0.5759587418,1.8676014505,9.7904711691,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0455256792,2.5896433018e6,0,1361.1761804385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018583845,NaN,NaN,NaN,NaN,0,4.0231096556,826.4552875754,333.7369044513,0.0027637924,0.392052
184.5171832666,288.1118806598,-14.9320362693,46.1558845014,14.932036719,46.1558860339,529.7796711672,0.5793533978,529.7799879501,0.0010935738,0.0036646521,0.0118940047,0.5759587418,1.8676014505,9.7904712976,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0451353788,2.567077148e6,0,1337.9438357193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018424531,NaN,NaN,NaN,NaN,0,4.0233814334,826.4595196068,333.7370691486,0.0028449746,0.3921219
184.5201134415,288.0683211596,-14.7996364306,45.1849613927,14.7996368759,45.1849628986,529.7796818552,0.5793533996,529.779998638,0.0010935738,0.0036304693,0.0116657959,0.5759587418,1.8676014505,9.7904714287,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0447418959,2.5443240532e6,0,1314.7244429397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018263918,NaN,NaN,NaN,NaN,0,4.0236587757,826.4638382883,333.7372372181,0.0029301749,0.3921905
184.5231331173,288.0238326396,-14.6661226705,44.2146006721,14.6661231113,44.2146021515,529.7796927659,0.5793534013,529.7800095487,0.0010935738,0.0035959312,0.0114376791,0.5759587418,1.8676014505,9.7904715625,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0443451543,2.5213794791e6,0,1291.518499604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018101975,NaN,NaN,NaN,NaN,0,4.0239419125,826.4682471982,333.737408799,0.0030196758,0.3922588
184.5262469031,287.9783751183,-14.5314675495,43.2448243619,14.5314679858,43.2448258147,529.7797039085,0.5793534031,529.7800206913,0.0010935737,0.0035610267,0.011209657,0.5759587418,1.8676014505,9.7904716992,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0439450749,2.498238709e6,0,1268.3265323682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017938669,NaN,NaN,NaN,NaN,0,4.0242310878,826.4727501397,333.7375840392,0.0031137858,0.3923249
184.5294597454,287.9319059971,-14.3956425348,42.2756558001,14.3956429666,42.2756572264,529.7797152928,0.5793534049,529.7800320757,0.0010935737,0.0035257441,0.0109817325,0.5759587418,1.8676014505,9.7904718389,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0435415754,2.4748968381e6,0,1245.1490993623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017773968,NaN,NaN,NaN,NaN,0,4.0245265617,826.4773511594,333.7377630964,0.0032128423,0.3923944
184.5327769603,287.8843798275,-14.2586179428,41.3071197481,14.2586183699,41.3071211479,529.7797269293,0.5793534068,529.7800437122,0.0010935737,0.0034900711,0.0107539087,0.5759587418,1.8676014505,9.7904719817,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0431345705,2.451348764e6,0,1221.9867927493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017607835,NaN,NaN,NaN,NaN,0,4.024828611,826.4820545689,333.7379461383,0.0033172149,0.3924632
184.5362042697,287.8357480534,-14.120362877,40.3392425083,14.1203632994,40.3392438816,529.779738829,0.5793534087,529.7800556119,0.0010935737,0.0034539946,0.0105261888,0.5759587418,1.8676014505,9.7904721277,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0427239711,2.4275891757e6,0,1198.8402415493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017440235,NaN,NaN,NaN,NaN,0,4.0251375311,826.4868649685,333.7381333439,0.0034273094,0.3925475
184.539747842,287.7859587218,-13.9808451628,39.3720520549,13.9808455805,39.3720534018,529.7797510038,0.5793534107,529.7800677867,0.0010935737,0.0034175008,0.0102985761,0.5759587418,1.8676014505,9.7904722772,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0423096847,2.4036125427e6,0,1175.7101147639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017271131,NaN,NaN,NaN,NaN,0,4.0254536377,826.4917872728,333.7383249044,0.0035435723,0.3926418
184.5434143376,287.7349561611,-13.8400312788,38.405578179,13.8400316917,38.4055794995,529.7797634664,0.5793534127,529.7800802492,0.0010935736,0.0033805753,0.0100710741,0.5759587418,1.8676014505,9.7904724301,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0418916148,2.3794131028e6,0,1152.5971248391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017100481,NaN,NaN,NaN,NaN,0,4.0257772683,826.4968267401,333.7385210246,0.0036664956,0.3927203
184.5472109604,287.682680619,-13.6978862826,37.4398526488,13.6978866906,37.4398539428,529.7797762302,0.5793534147,529.7800930131,0.0010935736,0.0033432025,0.0098436863,0.5759587418,1.8676014505,9.7904725868,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0414696611,2.3549848497e6,0,1129.5020315117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016928247,NaN,NaN,NaN,NaN,0,4.026108785,826.5019890055,333.7387219237,0.0037966227,0.3928755
184.5511455157,287.6290678566,-13.5543737337,36.4749093893,13.5543741367,36.4749106569,529.7797893098,0.5793534168,529.7801060926,0.0010935736,0.0033053662,0.0096164165,0.5759587418,1.8676014505,9.7904727475,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0410437188,2.3303215196e6,0,1106.4256460929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016754384,NaN,NaN,NaN,NaN,0,4.026448576,826.5072801166,333.738927837,0.0039345553,0.3929528
184.5552264766,287.5740486902,-13.4094556105,35.5107846818,13.4094560085,35.5107859231,529.7798027207,0.579353419,529.7801195035,0.0010935736,0.003267049,0.0093892687,0.5759587418,1.8676014505,9.7904729122,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0406136786,2.3054165771e6,0,1083.3688362477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016578849,NaN,NaN,NaN,NaN,0,4.0267970589,826.5127065756,333.7391390177,0.0040809609,0.3930394
184.5594630585,287.5175484737,-13.2630922242,34.5475173879,13.263092617,34.5475186028,529.7798164796,0.5793534212,529.7801332624,0.0010935735,0.0032282324,0.0091622469,0.5759587418,1.8676014505,9.7904730813,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0401794268,2.2802632002e6,0,1060.332531344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016401594,NaN,NaN,NaN,NaN,0,4.0271546835,826.5182753849,333.7393557382,0.0042365819,0.3931582
184.5638653047,287.4594865117,-13.1152421263,33.5851491999,13.115242514,33.5851503885,529.7798306045,0.5793534234,529.7801473873,0.0010935735,0.0031888967,0.0089353555,0.5759587418,1.8676014505,9.7904732549,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0397408443,2.2548542644e6,0,1037.3177284518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016222572,NaN,NaN,NaN,NaN,0,4.0275219349,826.5239940999,333.7395782926,0.0044022463,0.3932465
184.5684441845,287.3997753919,-12.9658620129,32.6237249235,12.9658623953,32.6237260858,529.7798451148,0.5793534258,529.7801618976,0.0010935735,0.0031490211,0.0087085988,0.5759587418,1.8676014505,9.7904734333,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.039297807,2.2291823267e6,0,1014.3254990929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016041731,NaN,NaN,NaN,NaN,0,4.0278993377,826.5298708882,333.7398069986,0.0045788797,0.3933188
184.5732117047,287.3383202236,-12.8149066232,31.6632927959,12.8149070002,31.6632939319,529.7798600314,0.5793534282,529.7801768142,0.0010935735,0.0031085831,0.0084819815,0.5759587418,1.8676014505,9.7904736167,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.038850185,2.2032396074e6,0,991.3569968554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015859019,NaN,NaN,NaN,NaN,0,4.02828746,826.5359145974,333.7400422007,0.0047675203,0.3933888
